nombre,descripcion,precio,stock,categoria
Mouse v1525,Lote tecnologico 1525,"1314,9",62,Licencias
RAM v1526,Lote tecnologico 1526,"984,41",182,Hardware
Mouse v1527,Lote tecnologico 1527,"482,73",198,Software
Teclado v1528,Lote tecnologico 1528,"1219,92",122,Servicios
Teclado v1529,Lote tecnologico 1529,"616,41",193,Hardware
SSD v1530,Lote tecnologico 1530,"453,09",115,Servicios
Teclado v1531,Lote tecnologico 1531,"530,72",86,Licencias
SSD v1532,Lote tecnologico 1532,"1291,49",169,Servicios
Mouse v1533,Lote tecnologico 1533,"1188,47",98,Software
Teclado v1534,Lote tecnologico 1534,"947,6",54,Licencias
Laptop v1535,Lote tecnologico 1535,"996,95",102,Servicios
Laptop v1536,Lote tecnologico 1536,"827,31",179,Servicios
Monitor v1537,Lote tecnologico 1537,"1341,9",39,Licencias
SSD v1538,Lote tecnologico 1538,"541,58",122,Servicios
Teclado v1539,Lote tecnologico 1539,"83,62",8,Servicios
SSD v1540,Lote tecnologico 1540,"154,46",81,Servicios
RAM v1541,Lote tecnologico 1541,"1478,65",169,Software
Laptop v1542,Lote tecnologico 1542,"650,04",50,Hardware
Mouse v1543,Lote tecnologico 1543,"656,96",61,Software
Mouse v1544,Lote tecnologico 1544,"554,61",132,Software
RAM v1545,Lote tecnologico 1545,"1001,95",45,Hardware
Mouse v1546,Lote tecnologico 1546,"1083,65",146,Licencias
Monitor v1547,Lote tecnologico 1547,"71,28",57,Software
Teclado v1548,Lote tecnologico 1548,"1217,62",125,Servicios
RAM v1549,Lote tecnologico 1549,"194,61",112,Licencias
Mouse v1550,Lote tecnologico 1550,"1454,61",157,Hardware
Teclado v1551,Lote tecnologico 1551,"956,79",144,Servicios
Laptop v1552,Lote tecnologico 1552,"1378,04",100,Servicios
Monitor v1553,Lote tecnologico 1553,"449,73",68,Software
Teclado v1554,Lote tecnologico 1554,"836,78",46,Hardware
RAM v1555,Lote tecnologico 1555,"1421,6",122,Hardware
Teclado v1556,Lote tecnologico 1556,"534,37",21,Servicios
RAM v1557,Lote tecnologico 1557,"196,3",113,Licencias
Mouse v1558,Lote tecnologico 1558,"104,91",39,Hardware
Laptop v1559,Lote tecnologico 1559,"111,31",18,Hardware
Teclado v1560,Lote tecnologico 1560,"1030,97",8,Hardware
RAM v1561,Lote tecnologico 1561,"924,75",17,Licencias
Mouse v1562,Lote tecnologico 1562,"89,53",72,Licencias
RAM v1563,Lote tecnologico 1563,"923,19",148,Licencias
RAM v1564,Lote tecnologico 1564,"217,09",17,Software
Monitor v1565,Lote tecnologico 1565,"1199,59",5,Hardware
Monitor v1566,Lote tecnologico 1566,"893,38",153,Servicios
Monitor v1567,Lote tecnologico 1567,788,37,Licencias
Mouse v1568,Lote tecnologico 1568,"1205,71",126,Servicios
RAM v1569,Lote tecnologico 1569,"815,31",46,Licencias
Mouse v1570,Lote tecnologico 1570,"548,34",40,Servicios
Laptop v1571,Lote tecnologico 1571,"342,05",124,Licencias
Mouse v1572,Lote tecnologico 1572,"1274,04",46,Servicios
Monitor v1573,Lote tecnologico 1573,"1248,42",104,Software
Laptop v1574,Lote tecnologico 1574,"389,4",83,Servicios
Laptop v1575,Lote tecnologico 1575,"224,37",22,Servicios
Laptop v1576,Lote tecnologico 1576,"549,45",90,Servicios
Mouse v1577,Lote tecnologico 1577,"1204,19",196,Hardware
Monitor v1578,Lote tecnologico 1578,"526,85",93,Licencias
Laptop v1579,Lote tecnologico 1579,"113,89",178,Licencias
Mouse v1580,Lote tecnologico 1580,"611,3",95,Software
Monitor v1581,Lote tecnologico 1581,"906,52",0,Software
Teclado v1582,Lote tecnologico 1582,"1321,24",86,Licencias
RAM v1583,Lote tecnologico 1583,"209,34",144,Hardware
Mouse v1584,Lote tecnologico 1584,"874,88",109,Software
Teclado v1585,Lote tecnologico 1585,"794,14",152,Licencias
SSD v1586,Lote tecnologico 1586,"480,97",67,Hardware
Teclado v1587,Lote tecnologico 1587,"1335,33",64,Software
SSD v1588,Lote tecnologico 1588,"147,29",46,Licencias
Mouse v1589,Lote tecnologico 1589,"353,55",3,Hardware
Monitor v1590,Lote tecnologico 1590,"481,7",6,Software
RAM v1591,Lote tecnologico 1591,"751,83",54,Software
Teclado v1592,Lote tecnologico 1592,"1097,41",138,Hardware
Monitor v1593,Lote tecnologico 1593,"1139,32",56,Hardware
Teclado v1594,Lote tecnologico 1594,"1498,4",59,Servicios
SSD v1595,Lote tecnologico 1595,"449,24",69,Licencias
Teclado v1596,Lote tecnologico 1596,"171,12",87,Servicios
SSD v1597,Lote tecnologico 1597,"591,37",146,Software
SSD v1598,Lote tecnologico 1598,"1282,31",68,Licencias
SSD v1599,Lote tecnologico 1599,"813,44",101,Software
Teclado v1600,Lote tecnologico 1600,"368,58",168,Licencias
SSD v1601,Lote tecnologico 1601,"177,17",60,Servicios
Teclado v1602,Lote tecnologico 1602,"203,55",84,Licencias
Mouse v1603,Lote tecnologico 1603,"1479,12",63,Software
Teclado v1604,Lote tecnologico 1604,"113,67",187,Servicios
Mouse v1605,Lote tecnologico 1605,"564,29",63,Hardware
Mouse v1606,Lote tecnologico 1606,"187,32",11,Hardware
SSD v1607,Lote tecnologico 1607,"1182,25",149,Licencias
Mouse v1608,Lote tecnologico 1608,"1161,33",167,Servicios
Mouse v1609,Lote tecnologico 1609,"179,69",89,Software
Teclado v1610,Lote tecnologico 1610,"191,74",127,Licencias
RAM v1611,Lote tecnologico 1611,"963,22",160,Hardware
Teclado v1612,Lote tecnologico 1612,"531,05",166,Hardware
SSD v1613,Lote tecnologico 1613,"968,78",115,Software
Mouse v1614,Lote tecnologico 1614,"775,93",1,Hardware
Laptop v1615,Lote tecnologico 1615,"720,84",87,Hardware
Monitor v1616,Lote tecnologico 1616,"1356,58",108,Licencias
SSD v1617,Lote tecnologico 1617,"367,22",182,Hardware
RAM v1618,Lote tecnologico 1618,"1426,36",133,Hardware
Laptop v1619,Lote tecnologico 1619,"583,6",171,Software
Monitor v1620,Lote tecnologico 1620,"460,74",136,Licencias
Teclado v1621,Lote tecnologico 1621,"571,86",136,Hardware
SSD v1622,Lote tecnologico 1622,"284,63",18,Software
Teclado v1623,Lote tecnologico 1623,"540,35",113,Software
Laptop v1624,Lote tecnologico 1624,"592,97",97,Servicios
Mouse v1625,Lote tecnologico 1625,"377,87",1,Servicios
Monitor v1626,Lote tecnologico 1626,"758,4",196,Servicios
Mouse v1627,Lote tecnologico 1627,"1194,94",198,Hardware
Teclado v1628,Lote tecnologico 1628,"1336,93",35,Licencias
SSD v1629,Lote tecnologico 1629,"738,08",31,Licencias
SSD v1630,Lote tecnologico 1630,"78,64",0,Licencias
Mouse v1631,Lote tecnologico 1631,"1245,76",16,Hardware
RAM v1632,Lote tecnologico 1632,"76,66",0,Servicios
Teclado v1633,Lote tecnologico 1633,"290,35",145,Software
SSD v1634,Lote tecnologico 1634,"984,2",31,Hardware
SSD v1635,Lote tecnologico 1635,"1248,73",31,Servicios
SSD v1636,Lote tecnologico 1636,"56,52",73,Licencias
Laptop v1637,Lote tecnologico 1637,"713,72",54,Hardware
Teclado v1638,Lote tecnologico 1638,"1487,63",123,Hardware
Mouse v1639,Lote tecnologico 1639,"728,19",9,Servicios
SSD v1640,Lote tecnologico 1640,"828,55",143,Licencias
RAM v1641,Lote tecnologico 1641,"355,46",181,Servicios
Teclado v1642,Lote tecnologico 1642,"178,2",36,Licencias
Laptop v1643,Lote tecnologico 1643,"991,13",0,Hardware
RAM v1644,Lote tecnologico 1644,"1453,84",158,Licencias
RAM v1645,Lote tecnologico 1645,"485,06",60,Servicios
Monitor v1646,Lote tecnologico 1646,"159,77",186,Servicios
SSD v1647,Lote tecnologico 1647,"929,46",62,Hardware
RAM v1648,Lote tecnologico 1648,"1054,83",173,Servicios
RAM v1649,Lote tecnologico 1649,"733,6",154,Licencias
SSD v1650,Lote tecnologico 1650,"860,8",142,Hardware
SSD v1651,Lote tecnologico 1651,"1250,47",137,Software
RAM v1652,Lote tecnologico 1652,"1404,27",93,Hardware
Teclado v1653,Lote tecnologico 1653,"559,56",22,Software
Teclado v1654,Lote tecnologico 1654,"360,6",84,Hardware
RAM v1655,Lote tecnologico 1655,"167,78",127,Hardware
Teclado v1656,Lote tecnologico 1656,"399,83",47,Servicios
RAM v1657,Lote tecnologico 1657,"1073,88",116,Software
Mouse v1658,Lote tecnologico 1658,"596,5",164,Software
Monitor v1659,Lote tecnologico 1659,"863,34",155,Hardware
Mouse v1660,Lote tecnologico 1660,"1267,85",41,Hardware
Mouse v1661,Lote tecnologico 1661,"781,55",154,Licencias
SSD v1662,Lote tecnologico 1662,"382,94",114,Hardware
Laptop v1663,Lote tecnologico 1663,"296,27",130,Licencias
Teclado v1664,Lote tecnologico 1664,"608,12",181,Software
Monitor v1665,Lote tecnologico 1665,"1269,44",17,Hardware
RAM v1666,Lote tecnologico 1666,"463,38",191,Hardware
Laptop v1667,Lote tecnologico 1667,"746,31",32,Servicios
Teclado v1668,Lote tecnologico 1668,"186,72",55,Software
Monitor v1669,Lote tecnologico 1669,"204,47",61,Hardware
RAM v1670,Lote tecnologico 1670,"1335,48",172,Licencias
Laptop v1671,Lote tecnologico 1671,"1314,7",133,Hardware
Laptop v1672,Lote tecnologico 1672,"223,55",186,Licencias
Monitor v1673,Lote tecnologico 1673,"502,22",33,Software
Mouse v1674,Lote tecnologico 1674,"959,69",179,Hardware
Monitor v1675,Lote tecnologico 1675,"474,42",195,Servicios
SSD v1676,Lote tecnologico 1676,"833,8",109,Software
Laptop v1677,Lote tecnologico 1677,"604,88",147,Servicios
Monitor v1678,Lote tecnologico 1678,"602,05",123,Licencias
Mouse v1679,Lote tecnologico 1679,"574,27",175,Software
Mouse v1680,Lote tecnologico 1680,"394,54",57,Hardware
Monitor v1681,Lote tecnologico 1681,"465,89",105,Software
RAM v1682,Lote tecnologico 1682,"653,06",191,Hardware
Monitor v1683,Lote tecnologico 1683,"794,75",48,Servicios
Teclado v1684,Lote tecnologico 1684,"1214,12",7,Servicios
RAM v1685,Lote tecnologico 1685,"364,93",134,Software
SSD v1686,Lote tecnologico 1686,"1275,32",185,Servicios
Laptop v1687,Lote tecnologico 1687,"1200,21",107,Servicios
Teclado v1688,Lote tecnologico 1688,"1143,81",83,Hardware
Monitor v1689,Lote tecnologico 1689,"294,24",169,Licencias
Teclado v1690,Lote tecnologico 1690,"1169,53",0,Hardware
Mouse v1691,Lote tecnologico 1691,"929,14",104,Licencias
RAM v1692,Lote tecnologico 1692,"1435,54",47,Licencias
RAM v1693,Lote tecnologico 1693,"752,74",10,Licencias
SSD v1694,Lote tecnologico 1694,"235,66",116,Hardware
Mouse v1695,Lote tecnologico 1695,"1373,03",67,Servicios
RAM v1696,Lote tecnologico 1696,"1435,81",146,Software
Mouse v1697,Lote tecnologico 1697,"863,01",97,Licencias
Monitor v1698,Lote tecnologico 1698,"1013,89",3,Software
Mouse v1699,Lote tecnologico 1699,"928,89",40,Software
Teclado v1700,Lote tecnologico 1700,"553,95",36,Servicios
RAM v1701,Lote tecnologico 1701,"1005,06",54,Software
Mouse v1702,Lote tecnologico 1702,"1346,63",28,Servicios
Mouse v1703,Lote tecnologico 1703,"1204,26",153,Hardware
Teclado v1704,Lote tecnologico 1704,"1023,75",151,Servicios
Laptop v1705,Lote tecnologico 1705,"468,98",88,Licencias
Mouse v1706,Lote tecnologico 1706,"1329,65",80,Servicios
Monitor v1707,Lote tecnologico 1707,"251,71",152,Hardware
RAM v1708,Lote tecnologico 1708,"1062,9",19,Hardware
SSD v1709,Lote tecnologico 1709,"112,38",162,Software
Laptop v1710,Lote tecnologico 1710,"116,35",66,Software
SSD v1711,Lote tecnologico 1711,"511,36",41,Servicios
Teclado v1712,Lote tecnologico 1712,"670,66",102,Servicios
Teclado v1713,Lote tecnologico 1713,"102,73",165,Software
Monitor v1714,Lote tecnologico 1714,"488,92",15,Hardware
Monitor v1715,Lote tecnologico 1715,"822,08",14,Servicios
Mouse v1716,Lote tecnologico 1716,"464,25",189,Software
Monitor v1717,Lote tecnologico 1717,"753,32",21,Licencias
RAM v1718,Lote tecnologico 1718,"399,93",7,Licencias
Mouse v1719,Lote tecnologico 1719,"1219,26",30,Licencias
Mouse v1720,Lote tecnologico 1720,"440,54",119,Licencias
SSD v1721,Lote tecnologico 1721,"1080,07",175,Software
Teclado v1722,Lote tecnologico 1722,"832,67",151,Software
RAM v1723,Lote tecnologico 1723,"1469,86",41,Servicios
Monitor v1724,Lote tecnologico 1724,"146,17",95,Licencias
Teclado v1725,Lote tecnologico 1725,"1166,49",4,Hardware
Mouse v1726,Lote tecnologico 1726,"712,82",20,Software
Teclado v1727,Lote tecnologico 1727,"803,4",83,Software
Laptop v1728,Lote tecnologico 1728,"1441,35",120,Servicios
Monitor v1729,Lote tecnologico 1729,"1319,16",167,Hardware
Monitor v1730,Lote tecnologico 1730,"676,81",10,Hardware
SSD v1731,Lote tecnologico 1731,"957,89",99,Software
Teclado v1732,Lote tecnologico 1732,"568,87",109,Licencias
RAM v1733,Lote tecnologico 1733,"509,59",196,Software
Mouse v1734,Lote tecnologico 1734,"851,64",165,Licencias
RAM v1735,Lote tecnologico 1735,"1368,44",154,Servicios
RAM v1736,Lote tecnologico 1736,"736,53",190,Licencias
RAM v1737,Lote tecnologico 1737,"1075,72",81,Servicios
Teclado v1738,Lote tecnologico 1738,"80,42",186,Licencias
Monitor v1739,Lote tecnologico 1739,"158,55",183,Hardware
SSD v1740,Lote tecnologico 1740,"375,55",149,Servicios
Monitor v1741,Lote tecnologico 1741,"1185,46",185,Licencias
Monitor v1742,Lote tecnologico 1742,"573,91",0,Licencias
RAM v1743,Lote tecnologico 1743,"978,56",121,Software
RAM v1744,Lote tecnologico 1744,"57,66",5,Software
Laptop v1745,Lote tecnologico 1745,"568,55",190,Hardware
Laptop v1746,Lote tecnologico 1746,"310,35",190,Licencias
RAM v1747,Lote tecnologico 1747,"520,22",152,Software
Mouse v1748,Lote tecnologico 1748,"1212,28",134,Licencias
SSD v1749,Lote tecnologico 1749,"633,58",198,Licencias
RAM v1750,Lote tecnologico 1750,"85,63",19,Servicios
Laptop v1751,Lote tecnologico 1751,"134,95",77,Licencias
Monitor v1752,Lote tecnologico 1752,"64,36",65,Software
SSD v1753,Lote tecnologico 1753,"1024,15",124,Hardware
SSD v1754,Lote tecnologico 1754,"553,63",137,Licencias
SSD v1755,Lote tecnologico 1755,"407,24",74,Software
Laptop v1756,Lote tecnologico 1756,"196,74",94,Hardware
Laptop v1757,Lote tecnologico 1757,"630,27",178,Software
Teclado v1758,Lote tecnologico 1758,"433,61",10,Servicios
RAM v1759,Lote tecnologico 1759,"480,45",14,Software
Monitor v1760,Lote tecnologico 1760,"1028,2",75,Licencias
Laptop v1761,Lote tecnologico 1761,"1270,24",71,Servicios
Monitor v1762,Lote tecnologico 1762,"553,09",193,Servicios
RAM v1763,Lote tecnologico 1763,"425,44",188,Licencias
RAM v1764,Lote tecnologico 1764,"223,68",181,Hardware
Monitor v1765,Lote tecnologico 1765,"273,86",37,Software
SSD v1766,Lote tecnologico 1766,"1008,47",15,Servicios
Mouse v1767,Lote tecnologico 1767,"162,19",21,Licencias
Teclado v1768,Lote tecnologico 1768,"197,12",66,Software
Teclado v1769,Lote tecnologico 1769,"1129,19",150,Software
Monitor v1770,Lote tecnologico 1770,"1471,81",130,Hardware
SSD v1771,Lote tecnologico 1771,"590,49",11,Hardware
Laptop v1772,Lote tecnologico 1772,"369,25",147,Software
Mouse v1773,Lote tecnologico 1773,"455,49",61,Licencias
Laptop v1774,Lote tecnologico 1774,"1131,2",44,Software
Monitor v1775,Lote tecnologico 1775,"98,66",61,Servicios
Monitor v1776,Lote tecnologico 1776,"1084,9",81,Hardware
RAM v1777,Lote tecnologico 1777,"1273,94",175,Hardware
Mouse v1778,Lote tecnologico 1778,"81,82",130,Servicios
SSD v1779,Lote tecnologico 1779,"208,33",152,Licencias
SSD v1780,Lote tecnologico 1780,"1097,8",5,Servicios
SSD v1781,Lote tecnologico 1781,"1324,26",180,Licencias
Mouse v1782,Lote tecnologico 1782,"1091,54",117,Licencias
RAM v1783,Lote tecnologico 1783,"625,92",49,Servicios
Monitor v1784,Lote tecnologico 1784,"760,7",53,Licencias
Monitor v1785,Lote tecnologico 1785,"960,79",96,Servicios
Monitor v1786,Lote tecnologico 1786,"303,2",133,Servicios
SSD v1787,Lote tecnologico 1787,"494,54",174,Licencias
RAM v1788,Lote tecnologico 1788,"1166,31",57,Servicios
Monitor v1789,Lote tecnologico 1789,"149,44",24,Licencias
Monitor v1790,Lote tecnologico 1790,"657,9",177,Servicios
Teclado v1791,Lote tecnologico 1791,"603,06",145,Software
Laptop v1792,Lote tecnologico 1792,"210,03",133,Hardware
Monitor v1793,Lote tecnologico 1793,"258,76",82,Licencias
Laptop v1794,Lote tecnologico 1794,"1330,61",189,Software
Teclado v1795,Lote tecnologico 1795,"329,76",61,Servicios
Monitor v1796,Lote tecnologico 1796,"1153,14",92,Software
Teclado v1797,Lote tecnologico 1797,"117,67",191,Hardware
Monitor v1798,Lote tecnologico 1798,"562,2",43,Licencias
SSD v1799,Lote tecnologico 1799,"412,29",21,Servicios
Mouse v1800,Lote tecnologico 1800,"673,3",40,Licencias
RAM v1801,Lote tecnologico 1801,"98,07",79,Hardware
Monitor v1802,Lote tecnologico 1802,"932,96",100,Software
Laptop v1803,Lote tecnologico 1803,"450,76",84,Licencias
Monitor v1804,Lote tecnologico 1804,"132,73",36,Software
Monitor v1805,Lote tecnologico 1805,"291,65",174,Software
Monitor v1806,Lote tecnologico 1806,"917,97",9,Servicios
Teclado v1807,Lote tecnologico 1807,"522,29",82,Software
SSD v1808,Lote tecnologico 1808,"921,9",78,Licencias
Laptop v1809,Lote tecnologico 1809,"137,47",51,Software
Monitor v1810,Lote tecnologico 1810,"612,57",59,Software
RAM v1811,Lote tecnologico 1811,"199,93",173,Servicios
Laptop v1812,Lote tecnologico 1812,"1235,28",133,Servicios
Mouse v1813,Lote tecnologico 1813,"606,93",66,Servicios
Mouse v1814,Lote tecnologico 1814,"1414,49",25,Hardware
SSD v1815,Lote tecnologico 1815,"292,1",193,Licencias
Laptop v1816,Lote tecnologico 1816,"522,28",151,Hardware
RAM v1817,Lote tecnologico 1817,"168,41",104,Software
RAM v1818,Lote tecnologico 1818,"1361,55",128,Licencias
Laptop v1819,Lote tecnologico 1819,"635,47",30,Servicios
Monitor v1820,Lote tecnologico 1820,"1320,97",71,Hardware
Mouse v1821,Lote tecnologico 1821,"618,44",18,Servicios
Mouse v1822,Lote tecnologico 1822,"170,74",190,Servicios
SSD v1823,Lote tecnologico 1823,"437,12",36,Servicios
Laptop v1824,Lote tecnologico 1824,"352,82",139,Licencias
RAM v1825,Lote tecnologico 1825,"921,62",17,Servicios
Monitor v1826,Lote tecnologico 1826,"801,44",120,Licencias
RAM v1827,Lote tecnologico 1827,"97,32",141,Servicios
Teclado v1828,Lote tecnologico 1828,"1371,04",198,Servicios
Teclado v1829,Lote tecnologico 1829,"1080,97",159,Hardware
Mouse v1830,Lote tecnologico 1830,"460,45",5,Hardware
Teclado v1831,Lote tecnologico 1831,"802,01",48,Hardware
Laptop v1832,Lote tecnologico 1832,"1366,63",30,Hardware
Mouse v1833,Lote tecnologico 1833,"1285,84",1,Hardware
RAM v1834,Lote tecnologico 1834,"1035,13",63,Software
Laptop v1835,Lote tecnologico 1835,"53,72",122,Licencias
RAM v1836,Lote tecnologico 1836,"135,38",43,Licencias
Laptop v1837,Lote tecnologico 1837,"1080,97",29,Servicios
Monitor v1838,Lote tecnologico 1838,"805,46",139,Licencias
Mouse v1839,Lote tecnologico 1839,"1425,2",190,Licencias
RAM v1840,Lote tecnologico 1840,"258,26",198,Servicios
RAM v1841,Lote tecnologico 1841,"1420,88",109,Servicios
SSD v1842,Lote tecnologico 1842,"1448,79",36,Licencias
Mouse v1843,Lote tecnologico 1843,"713,83",139,Licencias
Monitor v1844,Lote tecnologico 1844,"144,96",124,Software
Monitor v1845,Lote tecnologico 1845,597,39,Licencias
SSD v1846,Lote tecnologico 1846,"1347,96",26,Servicios
Laptop v1847,Lote tecnologico 1847,"906,14",1,Software
SSD v1848,Lote tecnologico 1848,"860,63",34,Licencias
SSD v1849,Lote tecnologico 1849,"857,6",127,Hardware
Laptop v1850,Lote tecnologico 1850,"694,99",128,Servicios
Teclado v1851,Lote tecnologico 1851,"918,34",25,Software
Teclado v1852,Lote tecnologico 1852,"632,47",97,Licencias
SSD v1853,Lote tecnologico 1853,"457,39",7,Software
RAM v1854,Lote tecnologico 1854,"517,43",128,Software
RAM v1855,Lote tecnologico 1855,"195,25",87,Licencias
RAM v1856,Lote tecnologico 1856,"1212,74",170,Software
Laptop v1857,Lote tecnologico 1857,"105,99",42,Licencias
RAM v1858,Lote tecnologico 1858,"1322,85",34,Hardware
Laptop v1859,Lote tecnologico 1859,"1047,43",84,Servicios
Monitor v1860,Lote tecnologico 1860,"1480,47",131,Servicios
Teclado v1861,Lote tecnologico 1861,"960,84",33,Hardware
Laptop v1862,Lote tecnologico 1862,"483,98",101,Servicios
Teclado v1863,Lote tecnologico 1863,"914,18",197,Hardware
RAM v1864,Lote tecnologico 1864,"1288,52",59,Software
Laptop v1865,Lote tecnologico 1865,"888,33",153,Servicios
Teclado v1866,Lote tecnologico 1866,"1335,93",18,Licencias
SSD v1867,Lote tecnologico 1867,"626,96",49,Servicios
Mouse v1868,Lote tecnologico 1868,"218,26",46,Software
Laptop v1869,Lote tecnologico 1869,"981,81",145,Servicios
Mouse v1870,Lote tecnologico 1870,"79,55",40,Software
SSD v1871,Lote tecnologico 1871,"1057,52",20,Hardware
Mouse v1872,Lote tecnologico 1872,"1090,34",41,Licencias
Teclado v1873,Lote tecnologico 1873,"206,23",149,Hardware
Laptop v1874,Lote tecnologico 1874,"280,79",44,Servicios
Mouse v1875,Lote tecnologico 1875,"1186,39",84,Software
Monitor v1876,Lote tecnologico 1876,"445,86",94,Servicios
RAM v1877,Lote tecnologico 1877,"759,36",129,Licencias
Teclado v1878,Lote tecnologico 1878,670,79,Servicios
Laptop v1879,Lote tecnologico 1879,"510,55",197,Servicios
Teclado v1880,Lote tecnologico 1880,"1411,57",93,Licencias
Teclado v1881,Lote tecnologico 1881,"175,8",196,Licencias
RAM v1882,Lote tecnologico 1882,"565,94",97,Servicios
Laptop v1883,Lote tecnologico 1883,"436,56",149,Software
Mouse v1884,Lote tecnologico 1884,"647,5",60,Licencias
Teclado v1885,Lote tecnologico 1885,"1218,67",91,Servicios
Laptop v1886,Lote tecnologico 1886,"1065,73",46,Software
SSD v1887,Lote tecnologico 1887,"1374,96",36,Servicios
Teclado v1888,Lote tecnologico 1888,"214,05",146,Software
RAM v1889,Lote tecnologico 1889,"438,41",38,Servicios
SSD v1890,Lote tecnologico 1890,"845,46",131,Hardware
RAM v1891,Lote tecnologico 1891,"160,9",170,Hardware
Mouse v1892,Lote tecnologico 1892,"458,74",181,Servicios
RAM v1893,Lote tecnologico 1893,"1039,73",147,Hardware
Monitor v1894,Lote tecnologico 1894,"350,87",51,Hardware
Monitor v1895,Lote tecnologico 1895,"765,56",147,Software
RAM v1896,Lote tecnologico 1896,"115,29",138,Software
RAM v1897,Lote tecnologico 1897,"1087,32",40,Servicios
RAM v1898,Lote tecnologico 1898,"558,35",54,Software
SSD v1899,Lote tecnologico 1899,"246,34",36,Licencias
RAM v1900,Lote tecnologico 1900,"1255,57",67,Servicios
Teclado v1901,Lote tecnologico 1901,"946,71",100,Software
RAM v1902,Lote tecnologico 1902,"431,97",119,Servicios
SSD v1903,Lote tecnologico 1903,"373,21",132,Licencias
Laptop v1904,Lote tecnologico 1904,"170,73",135,Hardware
Mouse v1905,Lote tecnologico 1905,"217,81",123,Software
SSD v1906,Lote tecnologico 1906,"515,73",123,Servicios
Mouse v1907,Lote tecnologico 1907,"291,08",92,Software
Monitor v1908,Lote tecnologico 1908,"922,87",47,Hardware
Teclado v1909,Lote tecnologico 1909,"356,16",64,Licencias
RAM v1910,Lote tecnologico 1910,"1455,37",117,Hardware
Monitor v1911,Lote tecnologico 1911,"1091,93",105,Hardware
Monitor v1912,Lote tecnologico 1912,"685,57",182,Servicios
Teclado v1913,Lote tecnologico 1913,"851,89",87,Servicios
Monitor v1914,Lote tecnologico 1914,"883,96",131,Servicios
Teclado v1915,Lote tecnologico 1915,"742,68",100,Software
RAM v1916,Lote tecnologico 1916,"475,47",139,Servicios
Mouse v1917,Lote tecnologico 1917,"1197,64",9,Software
Monitor v1918,Lote tecnologico 1918,"1468,67",129,Software
Teclado v1919,Lote tecnologico 1919,"1100,36",58,Hardware
Monitor v1920,Lote tecnologico 1920,"496,29",187,Software
Monitor v1921,Lote tecnologico 1921,"619,9",122,Hardware
RAM v1922,Lote tecnologico 1922,"792,84",2,Hardware
Teclado v1923,Lote tecnologico 1923,"822,39",167,Software
SSD v1924,Lote tecnologico 1924,"339,49",11,Hardware
SSD v1925,Lote tecnologico 1925,"648,21",84,Hardware
RAM v1926,Lote tecnologico 1926,"487,46",43,Software
Teclado v1927,Lote tecnologico 1927,"1482,39",186,Licencias
SSD v1928,Lote tecnologico 1928,"155,25",3,Software
Laptop v1929,Lote tecnologico 1929,"173,8",88,Hardware
Laptop v1930,Lote tecnologico 1930,"393,11",183,Servicios
Mouse v1931,Lote tecnologico 1931,"1043,21",164,Hardware
SSD v1932,Lote tecnologico 1932,"1336,46",159,Servicios
Monitor v1933,Lote tecnologico 1933,"565,19",177,Servicios
Laptop v1934,Lote tecnologico 1934,"428,32",3,Hardware
RAM v1935,Lote tecnologico 1935,"911,42",103,Servicios
Mouse v1936,Lote tecnologico 1936,"217,81",96,Hardware
RAM v1937,Lote tecnologico 1937,"1213,21",12,Software
RAM v1938,Lote tecnologico 1938,"673,43",101,Software
SSD v1939,Lote tecnologico 1939,"1391,21",9,Licencias
RAM v1940,Lote tecnologico 1940,"1374,4",85,Hardware
Mouse v1941,Lote tecnologico 1941,"973,39",72,Servicios
SSD v1942,Lote tecnologico 1942,"1118,94",39,Servicios
RAM v1943,Lote tecnologico 1943,"150,91",45,Licencias
Laptop v1944,Lote tecnologico 1944,"1339,24",11,Licencias
SSD v1945,Lote tecnologico 1945,"762,96",79,Servicios
Laptop v1946,Lote tecnologico 1946,"1049,2",153,Hardware
Teclado v1947,Lote tecnologico 1947,"997,41",190,Servicios
RAM v1948,Lote tecnologico 1948,"301,96",61,Hardware
Laptop v1949,Lote tecnologico 1949,"324,5",14,Software
SSD v1950,Lote tecnologico 1950,"1304,19",9,Software
Laptop v1951,Lote tecnologico 1951,"647,55",163,Hardware
Laptop v1952,Lote tecnologico 1952,"497,74",189,Software
Laptop v1953,Lote tecnologico 1953,"1250,62",78,Servicios
Teclado v1954,Lote tecnologico 1954,"1329,19",129,Hardware
SSD v1955,Lote tecnologico 1955,"739,63",98,Software
RAM v1956,Lote tecnologico 1956,"1474,12",100,Servicios
Monitor v1957,Lote tecnologico 1957,"1491,74",85,Servicios
SSD v1958,Lote tecnologico 1958,"1268,75",78,Hardware
RAM v1959,Lote tecnologico 1959,"1034,25",46,Software
Mouse v1960,Lote tecnologico 1960,"1431,86",24,Hardware
Monitor v1961,Lote tecnologico 1961,"93,35",13,Hardware
Mouse v1962,Lote tecnologico 1962,"238,39",187,Servicios
Teclado v1963,Lote tecnologico 1963,"980,85",84,Software
Laptop v1964,Lote tecnologico 1964,"1395,98",99,Servicios
SSD v1965,Lote tecnologico 1965,"1364,55",47,Hardware
RAM v1966,Lote tecnologico 1966,"410,98",198,Licencias
Mouse v1967,Lote tecnologico 1967,"969,43",137,Hardware
Monitor v1968,Lote tecnologico 1968,"1179,18",72,Hardware
